gene	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Annotation_tax_scope	Matching_Ogs	best_OG|evalue|score	COG_functional_categories	eggNOG_HMM_model_annotation
augustus_masked-NW_019167827.1-processed-gene-224.11-mRNA-1	3847.GLYMA17G13820.1	6.7e-67	213.0			K13448		virNOG[6]	1C2A4@strNOG,1EFPY@virNOG,COG5126@NOG,KOG0027@euNOG	1EFPY|5.2e-66|222.2	T	calcium-binding protein
augustus_masked-NW_019167827.1-processed-gene-224.13-mRNA-1	29760.VIT_17s0000g01830.t01	0.0	1028.3		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0006970,GO:0007154,GO:0008150,GO:0009266,GO:0009267,GO:0009409,GO:0009605,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033993,GO:0042221,GO:0042594,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051365,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0080090,GO:0097305,GO:1901700,GO:2000112,GO:2000113,GO:2001141	K00940		virNOG[6]	1BC0B@strNOG,1DPYW@virNOG,COG5076@NOG,KOG1474@euNOG	1DPYW|0.0|1094.3	K	transcription factor
augustus_masked-NW_019167827.1-processed-gene-224.17-mRNA-1	29760.VIT_17s0000g01720.t01	5.1e-221	725.9	NOP56	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005911,GO:0009506,GO:0030054,GO:0030312,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0055044,GO:0070013,GO:0071944	K14564		virNOG[6]	1BG8W@strNOG,1DU7J@virNOG,COG1498@NOG,KOG2573@euNOG	1DU7J|3.1e-231|769.7	A, J	Nucleolar protein
augustus_masked-NW_019167827.1-processed-gene-224.1-mRNA-1	3694.POPTR_0015s10310.1	4.6e-266	873.1	OSI_04822				virNOG[6]	0IKCD@euNOG,11XPA@NOG,1BE85@strNOG,1DZ4A@virNOG	1DZ4A|1.8e-254|846.6	S	DELLA protein
augustus_masked-NW_019167827.1-processed-gene-224.18-mRNA-1	3847.GLYMA05G03190.1	8.5e-227	744.6		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	K01940	ARGSS_1	virNOG[6]	1BMR7@strNOG,1DZJB@virNOG,COG0137@NOG,KOG1706@euNOG	1DZJB|4.9e-230|765.3	E	argininosuccinate synthase
augustus_masked-NW_019167827.1-processed-gene-224.19-mRNA-1	3694.POPTR_0015s10540.1	4.6e-177	577.5			K14829		virNOG[6]	1BQP1@strNOG,1E2H3@virNOG,COG2319@NOG,KOG0646@euNOG	1E2H3|5.4e-203|675.6	S	WD domain, G-beta repeat
augustus_masked-NW_019167827.1-processed-gene-224.14-mRNA-1	3694.POPTR_0015s10390.1	1.4e-86	279.6					virNOG[6]	0IXU5@euNOG,0YJ5T@NOG,1BQTU@strNOG,1E2MV@virNOG	1E2MV|1.9e-111|373.4	S	NA
augustus_masked-NW_019167827.1-processed-gene-224.16-mRNA-1	4558.Sb03g029120.1	1.2e-136	440.1			K00939		virNOG[6]	0U2IF@lilNOG,15ZVH@poaNOG,1BZTK@strNOG,1ECI5@virNOG,COG0563@NOG,KOG3078@euNOG	1ECI5|8.8e-141|468.1	F	Adenylate kinase, active site lid
augustus_masked-NW_019167827.1-processed-gene-224.15-mRNA-1	3694.POPTR_0012s09690.1	2.4e-68	220.9		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0005886,GO:0016020,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0071944			virNOG[6]	11TU9@NOG,1BSNQ@strNOG,1E4HN@virNOG,KOG1590@euNOG	1E4HN|5.1e-64|214.2	S	Brain protein
augustus_masked-NW_019167827.1-processed-gene-224.12-mRNA-1	3847.GLYMA17G13690.1	5.3e-29	89.1					virNOG[6]	0J5BK@euNOG,0Z61M@NOG,1BW6G@strNOG,1E8E8@virNOG	1E8E8|7.1e-35|120.0	S	NA
augustus_masked-NW_019167827.1-processed-gene-225.2-mRNA-1	3847.GLYMA16G06250.1	1.7e-246	809.7		GO:0003674,GO:0003824,GO:0004845,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006109,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009507,GO:0009536,GO:0009889,GO:0009987,GO:0010138,GO:0010556,GO:0010675,GO:0010962,GO:0016301,GO:0016310,GO:0016740,GO:0016757,GO:0016763,GO:0016772,GO:0018130,GO:0019205,GO:0019206,GO:0019222,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0031323,GO:0031326,GO:0032262,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043173,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0043455,GO:0044206,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0050789,GO:0050794,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072527,GO:0072528,GO:0080090,GO:0090407,GO:1900376,GO:1901135,GO:1901137,GO:1901141,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659,GO:2000112,GO:2000762,GO:2000904,GO:2001006	K00761,K00876		virNOG[6]	1BBQW@strNOG,1DPPN@virNOG,COG0035@NOG,COG0572@NOG,KOG4203@euNOG	1DPPN|2.7e-254|844.8	F	uridine kinase
augustus_masked-NW_019167827.1-processed-gene-225.7-mRNA-1	29760.VIT_17s0000g01330.t01	6.6e-195	637.0	OSI_36129				virNOG[6]	1BDAG@strNOG,1DR7W@virNOG,COG0520@NOG,KOG2142@euNOG	1DR7W|8.5e-181|601.9	H	Inherit from KOG: Molybdenum cofactor sulfurase
augustus_masked-NW_019167827.1-processed-gene-225.5-mRNA-1	29760.VIT_17s0000g01360.t01	3.9e-80	257.5	OSI_07354				virNOG[6]	0J1J3@euNOG,0YR7N@NOG,1BTNR@strNOG,1E5IP@virNOG	1E5IP|2.6e-64|217.6	S	NA
augustus_masked-NW_019167827.1-processed-gene-225.6-mRNA-1	29760.VIT_17s0000g01350.t01	1.1e-56	181.7	OSI_31964	GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0007275,GO:0008150,GO:0009790,GO:0009791,GO:0009793,GO:0009888,GO:0009960,GO:0010154,GO:0022414,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0048316,GO:0048513,GO:0048608,GO:0048731,GO:0048856,GO:0061458			virNOG[6]	0IGQ1@euNOG,0ZPSB@NOG,1BGBY@strNOG,1DU9M@virNOG	1DU9M|6.3e-55|188.4	S	Inherit from euNOG: coiled-coil domain containing 84
augustus_masked-NW_019167827.1-processed-gene-225.0-mRNA-1	3847.GLYMA17G13820.1	3.5e-66	210.6			K13448		virNOG[6]	1C2A4@strNOG,1EFPY@virNOG,COG5126@NOG,KOG0027@euNOG	1EFPY|2e-64|217.0	T	calcium-binding protein
augustus_masked-NW_019167827.1-processed-gene-225.8-mRNA-1	29760.VIT_17s0000g01550.t01	0.0	1954.7					virNOG[6]	1BJ6A@strNOG,1DX3I@virNOG,COG0464@NOG,KOG0737@euNOG	1DX3I|0.0|1776.2	O	AAA-type ATPase family protein
augustus_masked-NW_019167827.1-processed-gene-225.11-mRNA-1	3694.POPTR_0012s09910.1	0.0	1077.1		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	K07195		virNOG[6]	0YIGI@NOG,1BDHE@strNOG,1DREW@virNOG,KOG2344@euNOG	1DREW|1.2e-283|943.5	U	exocyst complex component
augustus_masked-NW_019167827.1-processed-gene-225.10-mRNA-1	29760.VIT_17s0000g01490.t01	2.1e-244	802.9		GO:0000003,GO:0002213,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0006082,GO:0006950,GO:0006952,GO:0007275,GO:0008150,GO:0008152,GO:0009555,GO:0009607,GO:0009611,GO:0009625,GO:0009694,GO:0009791,GO:0009908,GO:0009987,GO:0010154,GO:0016491,GO:0019752,GO:0022414,GO:0032501,GO:0032502,GO:0032787,GO:0043436,GO:0044237,GO:0044281,GO:0044699,GO:0044707,GO:0044710,GO:0044767,GO:0048229,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048443,GO:0048466,GO:0048467,GO:0048480,GO:0048513,GO:0048569,GO:0048608,GO:0048653,GO:0048731,GO:0048827,GO:0048856,GO:0050896,GO:0051704,GO:0051707,GO:0052694,GO:0055114,GO:0061458,GO:0071704			virNOG[6]	1BD0R@strNOG,1DUAS@virNOG,COG2124@NOG,KOG0157@euNOG	1DUAS|6.3e-259|860.6	Q	cytochrome P450
augustus_masked-NW_019167827.1-processed-gene-225.3-mRNA-1	3694.POPTR_0015s10540.1	2.4e-114	370.9			K14829		virNOG[6]	1BQP1@strNOG,1E2H3@virNOG,COG2319@NOG,KOG0646@euNOG	1E2H3|5.3e-132|441.7	S	WD domain, G-beta repeat
augustus_masked-NW_019167827.1-processed-gene-225.13-mRNA-1	3694.POPTR_0001s13790.1	3.1e-166	544.0		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464			virNOG[6]	0IKS0@euNOG,0YZID@NOG,1BDJD@strNOG,1DRGR@virNOG	1DRGR|8.1e-173|575.5	S	F-box protein
augustus_masked-NW_019167827.1-processed-gene-225.14-mRNA-1	3694.POPTR_0015s10890.1	1.6e-124	405.3					virNOG[6]	0IY0W@euNOG,0YBH8@NOG,1BRCG@strNOG,1E36M@virNOG	1E36M|2.2e-117|392.5	S	Pfam:DUF579
augustus_masked-NW_019167827.1-processed-gene-225.12-mRNA-1	29760.VIT_17s0000g01440.t01	9.4e-101	325.2					virNOG[6]	0IYMR@euNOG,100ND@NOG,1BQT3@strNOG,1E2M1@virNOG	1E2M1|5e-90|301.8	S	NA
augustus_masked-NW_019167827.1-processed-gene-225.9-mRNA-1	3694.POPTR_0015s10650.1	5.8e-114	369.7	RPL17	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005840,GO:0005886,GO:0005911,GO:0009506,GO:0009507,GO:0009536,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0030054,GO:0030529,GO:0031090,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0055044,GO:0070013,GO:0071944	K02880		virNOG[6]	1BHPM@strNOG,1DWKI@virNOG,COG0091@NOG,KOG3353@euNOG	1DWKI|5.9e-113|375.5	J	ribosomal protein
augustus_masked-NW_019167827.1-processed-gene-225.15-mRNA-1	4641.GSMUA_Achr10P30750_001	3.6e-44	138.5		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464	K07342		virNOG[6]	0U0AJ@lilNOG,11WJ7@NOG,1BTY9@strNOG,1E5UX@virNOG,KOG3498@euNOG	1E5UX|5.1e-47|158.5	U	protein transport protein sec61
augustus_masked-NW_019167827.1-processed-gene-226.6-mRNA-1	29760.VIT_17s0000g01270.t01	3.1e-181	592.6	SAE1A	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0008150,GO:0008152,GO:0008641,GO:0009987,GO:0016925,GO:0019538,GO:0019948,GO:0032446,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0070647,GO:0071704	K10684		virNOG[6]	1BD5V@strNOG,1DR3G@virNOG,COG0476@NOG,KOG2014@euNOG	1DR3G|2.7e-168|560.2	O	sumo-activating enzyme
augustus_masked-NW_019167827.1-processed-gene-226.9-mRNA-1	29760.VIT_17s0000g01110.t01	2.4e-125	409.6		GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006873,GO:0006875,GO:0008150,GO:0009987,GO:0016020,GO:0019725,GO:0030003,GO:0042592,GO:0043167,GO:0043169,GO:0044464,GO:0044699,GO:0044763,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0055065,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071944			virNOG[6]	1BKKM@strNOG,1DYGD@virNOG,COG2608@NOG,KOG1603@euNOG	1DYGD|6.8e-132|441.1	P	heavy metal-associated domain containing protein, expressed
augustus_masked-NW_019167827.1-processed-gene-226.4-mRNA-1	3847.GLYMA05G38160.1	3,00E-124	404.0					virNOG[6]	0IJ9J@euNOG,1BEEE@strNOG,1DSCA@virNOG,COG0663@NOG	1DSCA|2.8e-123|410.9	S	Gamma carbonic
augustus_masked-NW_019167827.1-processed-gene-226.7-mRNA-1	3694.POPTR_0012s10280.1	2.7e-48	152.4					virNOG[6]	0JK1S@euNOG,118UC@NOG,1BWM4@strNOG,1E8VN@virNOG	1E8VN|8.1e-48|163.8	S	NA
augustus_masked-NW_019167827.1-processed-gene-226.2-mRNA-1	3694.POPTR_0015s10970.1	1,00E-40	130.0	OSI_15660	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0016592,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0070013			virNOG[6]	0IYXN@euNOG,1292K@NOG,1BSZP@strNOG,1E4VF@virNOG	1E4VF|1e-39|137.4	S	NA
augustus_masked-NW_019167827.1-processed-gene-226.10-mRNA-1	59689.scaffold_701832.1	5.2e-34	104.7		GO:0000003,GO:0003006,GO:0005575,GO:0006950,GO:0006970,GO:0006972,GO:0007275,GO:0008150,GO:0009266,GO:0009409,GO:0009414,GO:0009415,GO:0009555,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009892,GO:0009894,GO:0009895,GO:0009908,GO:0010033,GO:0010035,GO:0010506,GO:0010507,GO:0016020,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0032501,GO:0032502,GO:0033993,GO:0042221,GO:0042538,GO:0044699,GO:0044707,GO:0044767,GO:0048229,GO:0048367,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0061458,GO:0065007,GO:0097305,GO:1901700	K17279		virNOG[6]	0C64Z@braNOG,1C1PU@strNOG,1EEQB@virNOG,COG5052@NOG,KOG1725@euNOG	1EEQB|1.9e-30|106.7	T	TB2/DP1, HVA22 family
augustus_masked-NW_019167827.1-processed-gene-226.3-mRNA-1	29760.VIT_17s0000g01210.t01	4.2e-39	122.1					virNOG[6]	0J423@euNOG,0YZ0K@NOG,1BU5A@strNOG,1E6ZB@virNOG	1E6ZB|2e-41|141.4	S	Protein of unknown function (DUF3339)
augustus_masked-NW_019167827.1-processed-gene-226.1-mRNA-1	29760.VIT_01s0010g03760.t01	1.1e-253	835.7					virNOG[6]	0IFY6@euNOG,1BBW7@strNOG,1DPUX@virNOG,COG0484@NOG	1DPUX|1.8e-270|900.6	O	dnaJ domain containing protein, expressed
augustus_masked-NW_019167827.1-processed-gene-226.11-mRNA-1	29760.VIT_17s0000g01160.t01	0.0	1013.6					virNOG[6]	0IHZJ@euNOG,105J2@NOG,1BJK9@strNOG,1DXHW@virNOG	1DXHW|0.0|1121.7	S	Nodulin-like
augustus_masked-NW_019167827.1-processed-gene-226.12-mRNA-1	3694.POPTR_0012s10110.1	0.0	1036.5			K01114		virNOG[6]	0IGI7@euNOG,1BC4R@strNOG,1DQ3A@virNOG,COG3511@NOG	1DQ3A|1.6e-294|978.5	I	phospholipase
augustus_masked-NW_019167827.1-processed-gene-226.13-mRNA-1	29760.VIT_17s0000g01250.t01	2.8e-175	573.9					virNOG[6]	0IHZK@euNOG,1142E@NOG,1BJNY@strNOG,1DXKG@virNOG	1DXKG|2.2e-206|687.5	S	F-box LRR-repeat protein
augustus_masked-NW_019167827.1-processed-gene-226.16-mRNA-1	3694.POPTR_0012s10330.1	2.8e-171	558.8			K10781		virNOG[6]	0IG6Q@euNOG,1BGHJ@strNOG,1DUEY@virNOG,COG3884@NOG	1DUEY|1.9e-184|614.2	I	carrier protein thioesterase
augustus_masked-NW_019167827.1-processed-gene-226.14-mRNA-1	3694.POPTR_0015s11100.1	1.1e-150	491.8		GO:0000003,GO:0001071,GO:0003006,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009791,GO:0009889,GO:0009908,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048466,GO:0048513,GO:0048569,GO:0048608,GO:0048653,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IHUF@euNOG,0YD0Z@NOG,1BIB4@strNOG,1DW84@virNOG	1DW84|9.6e-157|523.6	K	Squamosa promoter-binding-like protein
augustus_masked-NW_019167827.1-processed-gene-226.15-mRNA-1	3694.POPTR_0012s10310.1	1.2e-56	180.1					virNOG[6]	0J1NJ@euNOG,0YR1T@NOG,1BU3P@strNOG,1E6PK@virNOG	1E6PK|4.5e-69|233.7	S	NA
augustus_masked-NW_019167827.1-processed-gene-226.0-mRNA-1	3694.POPTR_0015s10940.1	3.9e-125	407.0	OSHAP5C	GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0006355,GO:0007154,GO:0007165,GO:0008150,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016602,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032870,GO:0032991,GO:0033993,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070887,GO:0071215,GO:0071310,GO:0071396,GO:0071495,GO:0080090,GO:0097305,GO:0097306,GO:1901700,GO:1901701,GO:2000112,GO:2001141	K08066		virNOG[6]	1BHZS@strNOG,1DVW7@virNOG,COG5208@NOG,KOG1657@euNOG	1DVW7|9e-121|403.2	K	Nuclear transcription factor Y subunit
augustus_masked-NW_019167827.1-processed-gene-227.5-mRNA-1	3694.POPTR_0015s11280.1	4,00E-172	564.0			K17046		virNOG[6]	0XTJA@NOG,1BD0Z@strNOG,1DQYF@virNOG,KOG2266@euNOG	1DQYF|6.9e-177|590.3	B	DEK C terminal domain
augustus_masked-NW_019167827.1-processed-gene-227.8-mRNA-1	3694.POPTR_0015s11320.1	4.7e-278	913.0	GSA1	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0048046	K01845		virNOG[6]	0IPFV@euNOG,1C6VG@strNOG,1EKSI@virNOG,COG0001@NOG	1EKSI|3e-283|940.4	H	Glutamate-1-semialdehyde 2,1-aminomutase
augustus_masked-NW_019167827.1-processed-gene-227.4-mRNA-1	29760.VIT_14s0068g01670.t01	5,00E-211	691.9		GO:0003674,GO:0005488,GO:0016597,GO:0031406,GO:0043167,GO:0043168			virNOG[6]	0IU50@euNOG,0YF4V@NOG,1BNJH@strNOG,1E0D9@virNOG	1E0D9|1e-208|694.9	S	ACT domain
augustus_masked-NW_019167827.1-processed-gene-227.6-mRNA-1	29760.VIT_17s0000g00950.t01	8.4e-231	757.0			K15400		virNOG[6]	0IFZF@euNOG,0XYY6@NOG,1BDSB@strNOG,1DRPD@virNOG	1DRPD|4.7e-225|748.3	S	Omega-hydroxypalmitate O-feruloyl
augustus_masked-NW_019167827.1-processed-gene-227.1-mRNA-1	3694.POPTR_0015s11200.1	2.9e-118	387.0					virNOG[6]	1BGK0@strNOG,1DUH1@virNOG,COG1028@NOG,KOG1205@euNOG	1DUH1|1.1e-145|485.9	Q	Dehydrogenase
augustus_masked-NW_019167827.1-processed-gene-227.0-mRNA-1	3694.POPTR_0015s11190.1	1,00E-62	201.4	OSI_02702				virNOG[6]	0J3S9@euNOG,11CMX@NOG,1BSIG@strNOG,1E4AX@virNOG	1E4AX|3.3e-53|181.3	S	NA
augustus_masked-NW_019167827.1-processed-gene-227.7-mRNA-1	3218.PP1S174_99V6.1	4.5e-76	246.2		GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0050896			virNOG[6]	0IYXC@euNOG,0YPRQ@NOG,1BTAQ@strNOG,1E56S@virNOG	1E56S|3.4e-60|204.6	S	NA
augustus_masked-NW_019167827.1-processed-gene-227.10-mRNA-1	29760.VIT_17s0000g00990.t01	4.6e-172	563.2	ATSWI3A	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006325,GO:0006338,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0016514,GO:0016568,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0051276,GO:0070603,GO:0071840,GO:0090544	K11649		virNOG[6]	1BHC3@strNOG,1DV8C@virNOG,COG5259@NOG,KOG1279@euNOG	1DV8C|1.5e-156|523.4	B	SWI SNF complex subunit
augustus_masked-NW_019167827.1-processed-gene-227.9-mRNA-1	29760.VIT_17s0000g01020.t01	2.2e-43	139.5		GO:0000003,GO:0000724,GO:0000725,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007126,GO:0008150,GO:0008152,GO:0009987,GO:0022402,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0048610,GO:0050896,GO:0051321,GO:0051716,GO:0071704,GO:0090304,GO:1901360	K10990		virNOG[6]	0IJU9@euNOG,11GZ6@NOG,1BDTI@strNOG,1DRQQ@virNOG	1DRQQ|2.2e-35|123.5	S	Domain of unknown function (DUF1767)
augustus_masked-NW_019167827.1-processed-gene-227.12-mRNA-1	4555.Si007119m	7.1e-159	518.7	RPL7A	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005840,GO:0005911,GO:0009506,GO:0009507,GO:0009536,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0030054,GO:0030529,GO:0031090,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0055044,GO:0070013	K02936		virNOG[6]	0TKTE@lilNOG,15UYF@poaNOG,1BGDR@strNOG,1DZR8@virNOG,COG1358@NOG,KOG3166@euNOG	1DZR8|5.5e-162|538.2	J	60S ribosomal protein
augustus_masked-NW_019167827.1-processed-gene-227.13-mRNA-1	3694.POPTR_0012s10450.1	6.1e-58	185.1			K14488		virNOG[6]	0J4MW@euNOG,0ZMPS@NOG,1BW44@strNOG,1E87R@virNOG	1E87R|1.7e-57|195.5	S	Auxin responsive protein
augustus_masked-NW_019167827.1-processed-gene-227.14-mRNA-1	3694.POPTR_0012s10490.1	2,00E-61	195.0		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			virNOG[6]	0IZI5@euNOG,11561@NOG,1BS6S@strNOG,1E41X@virNOG	1E41X|4.6e-63|211.8	S	membrane-anchored ubiquitin-fold protein
augustus_masked-NW_019167827.1-processed-gene-227.11-mRNA-1	29760.VIT_17s0000g00990.t01	2.9e-24	74.8	ATSWI3A	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006325,GO:0006338,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0016514,GO:0016568,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0051276,GO:0070603,GO:0071840,GO:0090544	K11649		virNOG[6]	1BHC3@strNOG,1DV8C@virNOG,COG5259@NOG,KOG1279@euNOG	1DV8C|1.2e-22|81.4	B	SWI SNF complex subunit
